"Rift Valley fever ","707503928510967808","2814805974","Marco Cochi","RT @allafrica: Rift Valley Fever Vaccine Heads for Human Trials: https://t.co/GXURr5AIdR #Africa","None","Roma"
"African sleeping sickness ","707504140239241216","3243028897","Inspiring the ACT","Furry animals replicating help us understand African sleeping sickness #FameLabAus #WSFBrisbane https://t.co/lU1luWXUTt","None","Canberra"
"Tinea corporis ","707505241864990720","4783006712","Derma URV","Placa de vora més activa i creixement centrífug amb vesicopústules. Tinea corporis. Mirar si te animals de pel !!! https://t.co/fUbT5dgbHl","None","Reus, Catalunya"
"Tinea corporis ","707505452431634432","4783006712","Derma URV","@dermatourv Tinea corporis DDiferencial:  èczema nummular, placa heràldica Rosada Gibert, psoriasi,","None","Reus, Catalunya"
"Acquired immunodeficiency syndrome","707507287896801280","234486810","Martinique Stilwell","RT @mynameisjerm: HIV is a lentivirus that causes infection and, slowly, acquired immunodeficiency syndrome (AIDS). Because science. https:…","None","Cape Town, South Africa"
"Keratitis","707507376400769025","4664121797","KKESH Pharmacy","#SOS2016 Elmer Tu,MD. Role of Corticosteroids in treatment of parasitic keratitis https://t.co/wwcLa7oSkM","None","Riyadh"
"Kawasaki disease","707508796071882752","283987383","Jelina Viray","""Akala ko Kawasaki Disease ka. Ni-CRASH mo kasi ako ng wala namang cause. ""Wasak"" na tuloy ❤ ko. Tell me why!!""

That is how you study ???? LOL","None","None"
"Kawasaki disease","707510780057362432","4477699392","Saranya Singaravel","RT @sakher_notes: Most DEVASTATING complication of KAWASAKI disease is CORONARY ARTERY ANEURYSM 

#med12 #med13 #med14 #USMLE","None","Mumbai"
"Buruli ulcer","707510818892607489","3340719275","FAIRMED","American Researchers have discovered that volcanic clay is effective in treating the skin disease Buruli ulcer #SDGs https://t.co/OjND4wCaKZ","None","Bern, Schweiz"
"Kawasaki disease","707510822084288513","4477699392","Saranya Singaravel","RT @sakher_notes: Most common cause of AQUIRED heart disease in CHILHOOD is KAWASAKI DISEASE 

#med12 #med13 #med14 #USMLE","None","Mumbai"
"Rift Valley fever ","707511362310840320","1665083444","Goobjoog News.","Rift Valley fever vaccine heads for human trials https://t.co/vcSUFKiCkD","None","Mogadishu"
"Keratitis","707512878077575168","311884997","lets discuss it!","Stop talking about 알파고가! Lets discuss Keratitis Sicca Symptoms!","None","None"
"Keratitis","707512879226818560","311884997","lets discuss it!","Keratitis Sicca Symptoms: https://t.co/UQw8Es0BEI #keratitis #sicca #symptoms","None","None"
"Rift Valley fever ","707512940333764608","187517194","Marijke van der Lee","Africa: Rift Valley Fever Vaccine Heads for Human Trials https://t.co/HQdMiyDyFf #newspapers #feedly","None","None"
"Pneumocystis pneumonia ","707513374582677504","4923485291","munyadziwa","RT @Courtnelious: Opportunistic infections for HIV patients: Candidiasis, Crypto meningitis, TB, pneumocystis pneumonia, herpes simplex @re…","None","Cape Town, South Africa"
"Chromoblastomycosis","707514048418459648","1444165801","Pathology","RT @Kim_Ingersoll: Vegetable matter colonized by chromoblastomycosis in a #skin biopsy!  #dermpath #microbiology https://t.co/jJMdKj6qxb","None","None"
"Trachoma","707514277666553856","702479405482958851","Steph Migchelsen","RT @RTIfightsNTDs: #Women and girls are disproportionately affected by #NTDs. #Trachoma blinds 3x more women than men #IWD2016","None","London, England"
"Meningococcal disease","707514721784754176","3729382455","Kanny Diallo","RT @WTevents: Prof Martin Maiden @MaidenLab on control of meningococcal disease in Africa #GambiaLabCourse https://t.co/bjXn34izGA","None","None"
"Donovanosis","707515111553044480","2758800037","blue waffle","Blue Waffle - SOA #Geslachtsziekten - #Donovanosis - #bluewaffle https://t.co/w6W7xnnR5g","None","None"
"Kawasaki disease","707518452936781824","94994516","شهريل","So basically i was at my section just now presenting abt kawasaki disease and one of the boy(part1) started to ask some questions","None","Cloud 9 "
"Helicobacter pylori infection","707518905435041792","104371780","rodolfo catanho","Application of a stool antigen test to evaluate the burden of Helicobacter pylori infection in dyspepsia patients Sa…https://t.co/IP8k0OpaHM","None","None"
"Helicobacter pylori infection","707518964432244736","104371780","rodolfo catanho","Application of a stool antigen test to evaluate the burden of Helicobacter pylori infection in dyspepsia patients  https://t.co/lKMf3pBZr1","None","None"
"Kawasaki disease","707519403731111937","1514625320","Jen Tomson","Kawasaki Disease Awareness Ribbon. https://t.co/5oJe6df1yk","None","Leeds"
"Campylobacteriosis","707519593640689664","55422747","Got Poo? gotpoo.biz","You can get diseases from dog waste like Campylobacteriosis, Toxocariasis, Salmonellosis. Let https://t.co/Rx5Ama1J7W scoop for you","None","Oahu Hawaii"
"Aspergillosis","707520684092739585","3237219453","Microbial Biomics","Retweeted LIFE Worldwide (@LIFEworldwide):

The 7th Advances Against Aspergillosis conference was in Manchester... https://t.co/NW4xyE1Qew","None","Basque Country (UPV/EHU)"
"Keratitis","707524340036685824","467137030","Raj Bhardwaj","Next up: herpes! Cold sores, whitlow, keratitis, genital herpes - all caused by Herpes simplex virus @OttawaMorning https://t.co/TYK005hWGY","None","None"
"Rift Valley fever ","707524734418685952","48415776","businesspress24","Study Reveals Turmerics Potential Ability To Fight Rift Valley Fever Virus https://t.co/BJskNj9CPc","None","Filderstadt"
"Amebiasis","707524889729572864","4584030252","Naveen Kumar","Are you a part of Global event? If NOT, Register today https://t.co/eRB2ytL2hw #Amebiasis #Anthrax #Botulism https://t.co/5NdgD3ZN62","None","None"
"Meningococcal disease","707526765208592384","532245943","BT MedNeg Solicitors","Very interesting talk from Nelly Ninis on failure to diagnose meningococcal disease @No5Chambers @MedicoLegalMgmt","None","Reading, UK"
"Pelvic inflammatory disease ","707527563833446400","1962309451","EveWoman","#Health: Pelvic inflammatory disease and signs to look out for https://t.co/Vrr0zp1xxW https://t.co/YZSdqBENaq","None","Nairobi"
"Chancroid","707528165153853440","1240752649","LeapmanNatalie","Straight a manifestation in relation to daeva in consideration of blast rocket propulsion chancroid prices: QhZsm","None","None"
"Trichinosis","707528174444417024","2847918819","CurateZed|Lisa","@goldwynz @mkawanda you are wrong. only one STi gives odor and thats Trichinosis. The rest dont.","None","ÜT: -16.03406,28.8466"
"Progressive multifocal leukoencephalopathy","707528471577231360","2235449113","Um Yusuf(Al-Natsheh)","progressive multifocal leukoencephalopathy - https://t.co/ll6XBz6CcG #GoogleAlerts","None","Doha, Qatar"
"Trichinosis","707529614910947328","2847918819","CurateZed|Lisa","Still trying to convince @goldwynz that Vaginal Odor is not an STi but can be effect of STi Trichinosis https://t.co/O2QhtKX4wD","None","ÜT: -16.03406,28.8466"
"Sixth disease","707531479123939329","1703907343","Ears Nose Throat Med","Abstract Every sixth to eighth European intensive care unit patient suffers from an underlying malignant disease.... https://t.co/Xp3uk8DFkl","None","Crete Greece"
"Chromoblastomycosis","707532946417188865","4131039024","Vidhya Mohan","RT @Kim_Ingersoll: Vegetable matter colonized by chromoblastomycosis in a #skin biopsy!  #dermpath #microbiology https://t.co/jJMdKj6qxb","None","India"
"Trachoma","707533452048871424","707033172240769030","Fight Trachoma Aus","Lets all encourage appropriate facial hygiene in rural Australia to decrease trachoma rates #letsendit","None","Australia"
"Rift Valley fever ","707533476363440128","310732584","NSM News Ticker","Africa: Rift Valley Fever Vaccine Heads for Human Trials (https://t.co/6vlI8Vsjys) https://t.co/hQlViDuc99 (0348 GMT)","None","None"
"Aspergillosis","707534666996314113","146922125","Nick Talbot","@JohannaRhodes highlights how agricultural use of azoles has clinical implications for pulmonary aspergillosis-big theme of #RSfungalthreats","None","England, United Kingdom"
"Rift Valley fever ","707535468708151296","257434214","Francis Matheka","RT @ResilienceKenya: Rift valley fever vaccine heads for human trials Via @SciDevNet https://t.co/Sv3QWnYBWD #RVF","None","None"
"Creutzfeldt-Jakob disease ","707538225007599616","3717251536","Fid Shackleplank","@dgvandusen @SensiblySecular @NickKalmanFN More likely contract Kuru disease. Hes probably riddled with Creutzfeldt-Jakob too.","None","Jesus built my hotrod"
"Mycoplasma pneumonia","707539831656591360","151407382","ReportsnReports","2016-2020 World Respiratory Disease Market: Adenovirus, Influenza, Legionella, Mononucleosis,… https://t.co/sb96wvyBgb #marketreports","None","Pune, Maharashtra"
"Elephantiasis","707540400823738368","1898718180","Nwosu O. Christian","World Lymphedema Day Designated by US Senate: Will Raise Awareness of 40 Million Suffering from Elephantiasis https://t.co/tPsHNyvYnW","None","Nigeria"
"Trichomoniasis","707540532436684801","66717999","Porumbel.NET","Confruntarea cu tricomonoza, dupa articolul „Health-Canker…” de Bob Rowland: Tricomonoza („trichomoniasis” sau... https://t.co/TZTFNjxEh2","None","Romania"
"Relapsing fever","707544798731706368","1240583179","FraserGardner","Rig as far as fathom apropos of relapsing fever pumps: ytxELmNSM","None","None"
"Trachoma","707544969158852609","526561064","Sightsavers Ireland","#Trachoma is a painful disease that slowly scratches away sight and affects 21m people. You can help us prevent it https://t.co/EHlUKMG6mY","None","Dublin, Ireland"
"Kawasaki disease","707546080083218434","315415376","jaja ali","Kawasaki disease,bubonic plague,meningitis etc etc","None","None"
"Tinea nigra","707546700148125696","1499478361","Health I Talk","What is Tinea Nigra? Dark Brown to Black Fungus Spots https://t.co/6XEJuFKuBV
 #health","None","None"
"River blindness","707548427140333569","633954169","Pelican","@Antitheistnz @stejwill @GodPosts Or the God that ""intelligently designed"" the parasitic worm that causes River Blindness?","None","Short Finals"
"Trachoma","707549056114024449","92051144","Anita Hall","RT @SciDevNet: This is what it takes to run the largest ever global mapping of an infectious disease https://t.co/h5vbFeHv3y #GTMP https://…","None","London, UK"
"Keratitis","707552942652583936","1418220492","Otolaryngology Crete","Congenital tarsal kink syndrome is a rare type of upper eyelid entropion associated with keratitis due to trichias… https://t.co/fTZ1t8a7kY","None","Αναπαύσεως 5"
"River blindness","707553091911073792","633954169","Pelican","@TyburnMartyrs @KalinaBoulter God also gave the parasitic worm that causes River Blindness then.","None","Short Finals"
"Keratitis","707553161934934016","1703907343","Ears Nose Throat Med","Congenital tarsal kink syndrome is a rare type of upper eyelid entropion associated with keratitis due to trichias… https://t.co/fDZzmfdogw","None","Crete Greece"
"Keratitis","707554643480604672","4724901795","ΩτοΡινοΛαρυγγολογία","Congenital tarsal kink syndrome is a rare type of upper eyelid entropion associated with keratitis due to trichias… https://t.co/MqEi0tCsmT","None","Ελλάς"
"Kawasaki disease","707555054736150528","147133132","Tel","RT @jelinaviray: ""Akala ko Kawasaki Disease ka. Ni-CRASH mo kasi ako ng wala namang cause. ""Wasak"" na tuloy ❤ ko. Tell me why!!""

That is h…","None","Panda"
"Kawasaki disease","707556685204824064","4656950728","TUSNAH","RT @Prof_Bowers: Kawasaki Disease-3 phases-1-fever and conjunctivitis, rash ,n on palms of hands and soles of feet strawberry tongue, crack…","None","Towson University - Hagerstown"
"Keratitis","707556901471580161","4841409898","Ιατρική Σφακιανάκης","Congenital tarsal kink syndrome is a rare type of upper eyelid entropion associated with keratitis due to trichias… https://t.co/rWhZLsg68D","None","None"
"Keratitis","707557359263072256","4468742133","ORL Ιατρική Medicine","Congenital tarsal kink syndrome is a rare type of upper eyelid entropion associated with keratitis due to trichias… https://t.co/Ilu5thqRJk","None","None"
"Mycetoma","707557428854923264","245337164","Haneen Al.Maghrabi","RT @PathDocBoston: Ready for some #fungusball ? This #sinonasal #mycetoma requires no #GMS for attention! @MGHPathology @Pathologists https…","None","Mecca"
"Chromoblastomycosis","707557500174929920","245337164","Haneen Al.Maghrabi","RT @Kim_Ingersoll: Vegetable matter colonized by chromoblastomycosis in a #skin biopsy!  #dermpath #microbiology https://t.co/jJMdKj6qxb","None","Mecca"
"Cat-scratch disease","707559193532866560","873543134","Cha Cha Jerome","I feel like..the girl who gets scratched by a cat then gets cat scratch disease and an infection of top of it..???? Oh wait thats me!!!????????????????","None","None"
"Giardiasis","707559201820839937","3130396923","highly very impressi","Giardia and Giardiasis : Biology, Pathogenesis, and Epidemiology (1984,... https://t.co/CAPkOPHqAm https://t.co/SDyAPDuNza","None","None"
"Black piedra","707561395055960064","2194940029","Zumbonazos","#Oferta 3 sartenes revestimiento piedra Black...
Ahorras 57% / Antes 69,00€ y Ahora 30,36€ ? https://t.co/i1fJ1an9YW https://t.co/ZzUD0582yB","None","None"
"Meningococcal disease","707562561902919680","1091494074","Medico-Legal Mgmnt","RT @btmedneg: Very interesting talk from Nelly Ninis on failure to diagnose meningococcal disease @No5Chambers @MedicoLegalMgmt","None","UK"
"Murine typhus ","707562572552085505","964486518","Ffaira","@khairul_hafidz ade pt scrub typhus ke murine typhus tak kat sana dr?","None","Always Sungai Buloh"
"Creutzfeldt-Jakob disease ","707563658927316992","23273674","Matt Willemsen","A toxic byproduct of hemoglobin could provide treatments for Creutzfeldt-Jakob disease | EurekAlert! Science News https://t.co/bvETjo8WFK","None","Oami, Chiba, Japan"
"Clostridium difficile colitis","707563864976658434","154171744","Dede Cummings","Ive never had #cdiff but fellow #crohns #colitis #ibd -ers have. https://t.co/P3Nczy0JAl #probiotics #naturopathic #medicine #autoimmune","None","Brattleboro,VT&Portland, OR "
"Keratitis","707564794493034497","128421775","Divine Factor","@Kimberly_Rivear @GirIsWant amoebic keratitis lol","None","Down from the Hill, sort of. "
"Amebiasis","707565038387605505","72808610","mary cindell lynn","amebiasis is not a joke.","None","philippines"
"Elephantiasis","707566438240755712","2869700442","Sin","@MarraJane @axeofwyndham FYI unless a guy had a medical condition like testicular elephantiasis,  then he can sit with his legs closed - -","None","Is relative on any given day"
"Pneumococcal infection","707566752398483460","569251015","CWHR at UNC","The major types of pneumococcal disease are pneumonia, bacteremia (blood infection), and meningitis https://t.co/qqEfLxwKrl","None","Chapel Hill, NC"
"River blindness","707567371817512960","633954169","Pelican","@BulawayoStaines @KalinaBoulter What about the gift of the parasitic worm that causes River Blindness?","None","Short Finals"
"Creutzfeldt-Jakob disease ","707569796783575040","3305022907","Umar Faruq","Creutzfeldt-Jakob Disease. Tergeliat lidah ????","None","Johor Bahru, Johor"
"Myiasis","707570158508883968","2832765658","Syg.ma","Заметка Михаила Климина о поиске книг и эмигрантской «порнографии».

https://t.co/wJSaO3kR3I","None","None"
"Filariasis","707571945068363776","430115937","Lymphedema Mavens","RT @HealLymphedema: In tropical areas of the world, a common cause of secondary #lymphedema is filariasis, a parasitic infection.","None","Las Vegas"
"Rift Valley fever ","707572949146951680","2415260186","Afya Kenya","#AfricaHealth Africa: Rift Valley Fever Vaccine Heads for Human Trials: HealthFolk is focused on co... https://t.co/tMaKsIDhdO #AfyaKenya","None","Nairobi, Eldoret, Kenya"
"Herpes zoster","707572979656478720","249608507","Paul M","Herpes Zoster virus causes Alzheimers - I mean, who DIDNT get chicken pox as a child?","None","London & Surrey"
"Kawasaki disease","707574869551095808","407387986","Sean M. Fox","#FOAMPed @ACEPNow @AAPNews #PEM16 Sgarlat Deluca: Kawasaki Disease? Don’t have all of the criteria? Incomplete KD? https://t.co/b3gp6M6Li3","None","Carolinas Medical Center"
"Kawasaki disease","707574936768872448","1167223596","Klint W. Kloepping","RT @PedEMMorsels: #FOAMPed @ACEPNow @AAPNews #PEM16 Sgarlat Deluca: Kawasaki Disease? Don’t have all of the criteria? Incomplete KD? https:…","None","Nebraska, USA"
"CCHF","707575022873944064","1157462419","CCHF All About Kids","At CCHF it is all about the hat https://t.co/50rnUikUzt","None","London, Sussex and Midlands"
"Legionellosis ","707576134603378689","495553958","Aishah Maisarah","Health awareness day uitm tapah! Yayyy weve made the poster about legionellosis disease ???? https://t.co/QdpjhiaVNv","None","None"
"Taeniasis","707577890393743361","3000283630","ΕL PαΔαωαה Off® J-47","Ah oui cest vachement sain...
Ça patauge dans son lisier...
Quand tauras un tæniasis on en reparlera...
 https://t.co/1ti3fqlv3Z","None","Paris 9ème"
"Taeniasis","707578276911390721","2310550618","W£$","RT @PadawanOff: Ah oui cest vachement sain...
Ça patauge dans son lisier...
Quand tauras un tæniasis on en reparlera...
 https://t.co/1ti…","None","Paris, Ile-de-France"
"Trachoma","707579221841997824","3883066095","Kelly Callahan","Good to hear from Mali Health Ministry on the work to eliminate blinding #trachoma @CarterCenter https://t.co/0NO0H58HKn","None","None"
"Trachoma","707579964590202880","225653525","るしかもでふ","この鬨認には、その流れが早いことで有名であるが、それ以外は生物型LGVと生物型Trachoma、生物型Trachomaの2種が存在しないのと同等であったさいたま新都心構想については、ソフトウェアパッケージ毎にライセンスを改めて作成することに努めざるを得なくなる。","None","RfssicasEn"
"Filariasis","707580110979915777","340474526","FAMILY GUY","Scrotum Filariasis or something like that? https://t.co/UTjSWWxXuQ","None","Nnewi-Anambra, Nigeria"
"Tinea versicolor ","707580599578439681","3418752455","Dr. Gonzalo Relaño","@FerBuble Cómo estás?? Me encantaría que leas mi blog donde escribo sobre tratamientos de salud https://t.co/uyAZMsaIzQ","None","None"
"Herpes zoster","707582480455442432","432038205","Christina Moller","@MarkAlmost @Jenn_Abrams @ChristinaMolle1 @nils07de @focusonline This and openTubercolis, Herpes Zoster  etc. https://t.co/TgmA8EySUT","None","None"
"CCHF","707582627948187648","1676546870","CCHFreedom","A Better Way to Debate  | Listen to todays HFM Audio on CCHF homepage: https://t.co/8XlqAdEpQO https://t.co/s0xTzVTSB9","None","St. Paul, MN"
"Viral pneumonia","707595028621869056","19087092","FluTrackers.com","High-dose corticosteroids assoc w/increased mortality&amp;longer viral shedding n patients w/ #H7N9 pneumonia https://t.co/6BC8AJYlHu h/t tetano","None","International Website"
"Pneumocystis pneumonia ","707595223682035712","701825361764462593","FoMGrantDev","The incidence, mortality and timing of Pneumocystis jiroveci pneumonia after hematopo... https://t.co/iiisqrEwrH | https://t.co/m4OIzTIdU9","None","None"
"Elephantiasis","707597391503826944","423937913","kayybabyy ⭐️","""elephantiasis , big , big balls"" ????","None","on ya mind "
"Viral pneumonia","707597538673741825","762284790","Numoca","RT @FluTrackers: High-dose corticosteroids assoc w/increased mortality&amp;longer viral shedding n patients w/ #H7N9 pneumonia https://t.co/6BC…","None","Caracas-Venezuela"
"Creutzfeldt-Jakob disease ","707597570323976193","52237499","Greg B","Creutzfeldt-Jakob came up in class which is by far my favorite disease name to say.","None","Somewhere"
"Kawasaki disease","707597868954161152","812183221","Kasia Hampton","RT @PedEMMorsels: #FOAMPed @ACEPNow @AAPNews #PEM16 Sgarlat Deluca: Kawasaki Disease? Don’t have all of the criteria? Incomplete KD? https:…","None","United States"
"Mycetoma","707597990022623232","285763417","Rita DorantesHeredia","RT @PathDocBoston: Ready for some #fungusball ? This #sinonasal #mycetoma requires no #GMS for attention! @MGHPathology @Pathologists https…","None","Calgary, Alberta"
"Herpes zoster","707598135342862336","2336366875","Herbolario Sur","El herpes zoster es una infección vírica dolorosa. El tratamiento con remedios naturales puede mejorar los síntomas.
https://t.co/tHDPDhdUjw","None","None"
"Acinetobacter infections","707598335222226945","2829712275","TumorImmunoPapers","Therapeutic efficacy of lysophosphatidylcholine in severe infections caused by Acinetobacter baumannii. https://t.co/OjfMHq3EOS #tumorimmuno","None","None"
"Trichinosis","707601683136815106","766672476","Richard W.","@TobyFlaneur Trying to kill people with trichinosis, my dear?","None","West Michigan"
"Pneumococcal infection","707603292201852928","1531460281","Clay Jones","@skepticonn @naturowhat @Skepticscalpel Likely pneumococcal or HiB respiratory infection --&gt; bacteremia --&gt; meningitis.","None","Boston adjacent"
"Viral pneumonia","707603649212653568","857207594","nascar girl","@jrisgr88 she has pneumonia. Waiting on lab results to see if it is viral or bacterial. She is quarantined until we find out.","None","biddeford, maine"
"Body lice","707604699483148289","4522484535","Ard Finkel","RT @Cutie_Cosmetic: Highest quality tea tree oil on the market. #beauty #health #skincare #teatreeoil
http://t.co/qBWdkVBpRS http://t.co/TC…","None","None"
"Progressive multifocal leukoencephalopathy","707607830761709568","2903955513","Sumit Patel","Yikes. 

60 y/o M w/ HIV, progressive multifocal leukoencephalopathy, g-tube dependent for dysphagia from prior CVA https://t.co/9eqF3Av7zN","None","Baltimore, MD"
"Kawasaki disease","707608752543780864","2517063788","Ernesto Alarcon","RT @PedEMMorsels: #FOAMPed @ACEPNow @AAPNews #PEM16 Sgarlat Deluca: Kawasaki Disease? Don’t have all of the criteria? Incomplete KD? https:…","None","None"
"Creutzfeldt-Jakob disease ","707609227121000448","25266389","Darwin Monkey","Gibbs Jr et al. (1968) Creutzfeldt-Jakob Disease (Spongiform Encephalopathy): Transmission to the Chimpanzee. Science 161, 388 - 389.","None","Edinburgh, UK"
"Trachoma","707611156169379840","40221792","Sightsavers","Your donations help train volunteers like Saadu, who protects his community from #trachoma and #riverblindness! https://t.co/tSupL4W4Cs","None","Global"
"Cryptosporidiosis","707611222871396352","219115677","Jeremy Murman","@MikeHannon2 @bennyv13 @jhermz45 @mikeysaurous some 80s cover band.... Wonder how they sound over a case of cryptosporidiosis........","None","None"
"Cryptococcosis","707612842678038528","3104276916","Nurses&Hypochndriacs","RT @Medscape: Update: Cryptococcosis article with new study about dexamethasone’s ineffectiveness in #AIDS patients https://t.co/ErdARlMaNL","None","Los Angeles, California"
"Cryptococcosis","707612904040824832","4926514060","Cristhian Agustin","RT @Medscape: Update: Cryptococcosis article with new study about dexamethasone’s ineffectiveness in #AIDS patients https://t.co/ErdARlMaNL","None","Peru"
"Giardiasis","707612944696090624","3069321010","IBS Remedy","Similar conditions to #IBS: celiac disease, fructose malabsorption, mild infections, parasitic infections like giardiasis","None","London"
"Cryptosporidiosis","707613150338793474","137461663","grandchallenges.ca","#GCE Funding opportunity: Accelerate Dvlpmnt of New Childhood Cryptosporidiosis Therapies https://t.co/pHT5a3wYKY https://t.co/v6DHlErZXZ","None","Canada"
"Molluscum contagiosum ","707613177253507073","252697395","National Eczema","Molluscum Contagiosum and Atopic Dermatitis
Expert Post from Neal Jain, MD, FAAP, FAAAAI: I see a lot of patients... https://t.co/WZO7btcraM","None","San Rafael, CA"
"Acquired immunodeficiency syndrome","707613512088965120","3234601428","Microbiome News","Altered Virome and Bacterial #Microbiome in HIV-Associated Acquired Immunodeficiency Syndrome https://t.co/3CQin3OeB3 #microbiomecon","None","None"
"Brucellosis","707614224361660416","1426612292","Karmaz lil Helper","Examples of zoonoses: Brucellosis, Q fever, leptospirosis, and toxocariasis. Sexual activity with animals is a high risk activity. #OpBeast","None","None"
"Brucellosis","707615787264114688","1426612292","Karmaz lil Helper","Brucellosis - an often fatal disease spread by sexual contact between dogs &amp; humans &amp; then to other humans #OpBEAST https://t.co/VwJ4hcGou9","None","None"
"Rocky Mountain spotted fever ","707616214852325377","429911232","GISSAL","K-State GIScientists examine climatic and socioeconomic determinants of Rocky Mountain Spotted Fever | https://t.co/EICe6mYyi1","None","Manhattan, Kansas"
"Rocky Mountain spotted fever ","707616251367952384","485035847","K-State Geography","RT @kstate_gissal: K-State GIScientists examine climatic and socioeconomic determinants of Rocky Mountain Spotted Fever | https://t.co/EICe…","None","Manhattan, Kansas"
"Cryptosporidiosis","707616728956600320","248568868","Peter A Singer, OC","RT @gchallenges: #GCE Funding opportunity: Accelerate Dvlpmnt of New Childhood Cryptosporidiosis Therapies https://t.co/pHT5a3wYKY https:/…","None","Toronto and elsewhere"
"Listeriosis","707616963091173376","844908660","Sam Addison","@ReidMyTwitta @qu4ntity I fully support when Doles guaranteed fresh lettuce is actually old and Listeriosis-ridden","None","None"
"Progressive multifocal leukoencephalopathy","707617113859624961","1387706660","John Pester","RT @S_P_MD: Yikes. 

60 y/o M w/ HIV, progressive multifocal leukoencephalopathy, g-tube dependent for dysphagia from prior CVA https://t.c…","None","Bethlehem, PA"
"Cryptococcosis","707617121031888896","251552301","Alex Veselov","RT @Medscape: Update: Cryptococcosis article with new study about dexamethasone’s ineffectiveness in #AIDS patients https://t.co/ErdARlMaNL","None","Smolensk, Russia"
"Meningococcal disease","707617646284410883","100885194","amazing facts","How effective is the meningococcal disease vaccine? https://t.co/oidXoeQX8c #Health","None","Earth"
"Body lice","707618166764134400","4413585136","islam is from satan","@yumjaoleima @AllForYHVH @kingsaud1000 @NanaChristendom as he picked the lice of his body from the dirty water he washed in","None","None"
"Listeriosis","707619231559364612","444484100","Informant","What you need to know about deli meats: Listeriosis causes fever, headaches, fatigue, muscle aches, nausea and... https://t.co/50OyeJyUfG","None","None"
"Molluscum contagiosum ","707619581968424961","3843903379","DermpathMGH","classic #molluscum contagiosum - epidermal hyperplasia w/ eosinophilic intracytoplasmic inclusions #dermpath https://t.co/QcQ3R0AEAP","None","None"
"Creutzfeldt-Jakob disease ","707620786480259072","29982331","Rare Diseases","A Toxic Byproduct of Hemoglobin Could Provide Treatments for #Creutzfeldt-Jakob Disease https://t.co/kwUzBUFYCy #RareDisease @CWRUSOM @SK5K","None","Santa Cruz, USA / Basel, CH"
"Taeniasis","707621762893266947","2351898888","Mr 2groove de Funk","RT @PadawanOff: Ah oui cest vachement sain...
Ça patauge dans son lisier...
Quand tauras un tæniasis on en reparlera...
 https://t.co/1ti…","None","None"
"Severe Acute Respiratory Syndrome","707622061586317312","445530102","病気bot","【重症急性呼吸器症候群（Severe Acute Respiratory Syndrome ）】SARSウイルスによる新種の感染症。二類感染症の第四号。主な症状は高熱、咳嗽、息ぎれ、呼吸困難、低酸素血症、肺炎など。致死率約15％。中国で「サーズ」として流行した。","None","人間の体"
"Trichomoniasis","707622550558392320","200767675","Miss.Mary.Pacc","Before anybody else ever from Moe county come for me... Get checked for trichomoniasis????????????","None","Own State, of Mind."
"Tinea pedis ","707624665871728640","42266389","Steve","@dindading5sos thats why all the old men at my gym have tinea pedis https://t.co/D8LZq8Zftg","None","Boston, MA."
"Trichomoniasis","707629101335482369","595858465","Tan",""" T is for trichomoniasis, also know as crabs"" -Collin","None","None"
"Herpes zoster","707630301707513856","1240976498","JulieDolores","Treatments concerning herpes zoster: EVtuhHnbF","None","None"
"Trachoma","707630445278658560","928147698","Matthew Freeman","@YaelVelleman presenting on the interface between WASH and Trachoma at the #cartercenter https://t.co/U6ANXuIwG9","None","None"
"Trichomoniasis","707630713978290176","399043352","collin","RT @TannerStark_: "" T is for trichomoniasis, also know as crabs"" -Collin","None","None"
"Molluscum contagiosum ","707632905560924160","2488022322","Vishakha Pardeshi","RT @DermpathMGH: classic #molluscum contagiosum - epidermal hyperplasia w/ eosinophilic intracytoplasmic inclusions #dermpath https://t.co/…","None","None"
"Amebiasis","707633343144132609","237984820","Libertarian Boxcar","FYI only Antiprotozoal protozoa nematodes cestodes trematodes • Malaria, Amebiasis&amp;.. #andgiardiasis https://t.co/imJUuGbdWN via @SlideShare","None","California, USA"
"Typhoid fever","707633799820087296","498153170","Karlee Shirey","@katelynndanyell Aww Im gonna miss you and thanks girly!! Love ya❤️ hopefully I wont get typhoid fever????","None","None"
"Molluscum contagiosum ","707635879062478850","1355391924","Katy Linskey","RT @DermpathMGH: classic #molluscum contagiosum - epidermal hyperplasia w/ eosinophilic intracytoplasmic inclusions #dermpath https://t.co/…","None","Portland, Maine"
"Amebiasis","707636332013576192","237984820","Libertarian Boxcar","@trixienovel https://t.co/Zi4yXrXc04","None","California, USA"
"Fatal familial insomnia ","707639939752706048","705527736954187777","wikilode","Fatal familial insomnia (FFI) https://t.co/8Hb0rmoY8i","None","None"
"Lyme borreliosis","707640705452273664","14575487","Ozonetherapy","""Lyme borreliosis is a brain disease as well as a multisystemic disease caused by spirochetal bacteria.* Quite... https://t.co/0Zk0dUTupR","None","All Over"
"Cryptococcosis","707640817586978816","4089801885","uliapplebome","They Have Changed Just Enough So That They Can Infect Us Again, But They Still Remain https://t.co/hZpla628Xj https://t.co/0BoO2nLWqt","None","None"
"Cryptococcosis","707640818203541504","4090036942","oettgencaresse","They Have Changed Just Enough So That They Can Infect Us Again, But They Still Remain https://t.co/qqDvaS01Pm https://t.co/FVIMPLdp3T","None","None"
